,T,TM,Tm,SLP,H,PP,VV,V,VM,PM2.5,Date
1386,23.8,33.0,17.0,1013,63,0,1.6,2.6,7,203,2017-10-25
1387,23.8,33.1,16.1,1014,67,0,1.9,0.7,5,178,2017-10-26
1388,23.8,33.2,17.3,1012,69,0,1.8,0.7,5,167,2017-10-27
1389,23.3,32.8,16.6,1013,69,0,1.8,0.4,3,198,2017-10-28
1390,22.9,33.4,16.7,1015,73,0,1.8,0.0,-1,187,2017-10-29
1391,22.5,32.6,16.7,1014,78,0,1.4,0.0,-1,196,2017-10-30
1392,22.6,30.0,16.4,1013,77,0,1.1,0.0,-1,211,2017-10-31
1393,23.5,31.4,17.6,1014,72,0,1.6,1.7,9,179,2017-11-01
1394,23.3,32.0,19.4,1012,79,0,1.3,2.6,9,160,2017-11-02
1395,22.7,30.3,17.5,1013,78,0,1.1,0.4,3,168,2017-11-03
1396,22.7,30.1,16.7,1015,76,0,1.1,2.0,9,190,2017-11-04
1397,23.2,30.3,16.0,1015,72,0,1.4,0.6,3,209,2017-11-05
1398,22.1,31.0,16.6,1014,71,0,1.4,2.0,9,216,2017-11-06
1399,21.1,30.0,16.0,1014,73,0,0.6,1.9,11,517,2017-11-07
1400,19.7,30.2,14.0,1014,82,0,0.3,0.4,3,639,2017-11-08
1401,20.1,30.4,13.8,1013,71,0,0.5,0.9,7,495,2017-11-09
1402,19.9,30.5,13.0,1014,72,0,0.8,0.7,5,370,2017-11-10
1403,19.8,29.1,12.6,1014,74,0,1.0,0.0,-1,363,2017-11-11
1404,19.1,28.3,13.0,1012,78,0,0.5,0.7,5,465,2017-11-12
1405,19.3,28.5,12.4,1010,74,0,0.6,0.4,3,354,2017-11-13
1406,20.1,28.5,14.6,1011,73,0,0.8,1.9,7,254,2017-11-14
1407,18.8,27.7,13.2,1012,76,0,1.1,0.6,-1,192,2017-11-15
1408,17.6,27.7,13.4,1014,78,0,1.3,1.3,5,191,2017-11-16
1409,19.8,25.6,13.9,1014,69,-1,1.8,5.6,13,150,2017-11-17
1410,20.4,26.1,15.2,1014,72,0,1.3,2.6,3,143,2017-11-18
1411,18.1,24.3,13.5,1016,60,0,1.8,5.6,14,128,2017-11-19
1412,15.9,24.5,9.4,1017,58,0,1.4,3.9,11,171,2017-11-20
1413,16.0,24.4,10.2,1015,59,0,1.8,5.2,18,178,2017-11-21
1414,16.3,24.7,9.6,1014,53,0,2.1,5.9,14,177,2017-11-22
1415,15.9,25.5,9.4,1014,60,0,2.1,3.7,13,175,2017-11-23
1416,17.1,26.2,7.6,1015,53,0,2.6,4.4,14,187,2017-11-24
1417,16.9,26.5,8.6,1016,57,0,1.9,3.5,9,185,2017-11-25
1418,16.9,27.5,8.6,1016,63,0,1.6,1.1,9,224,2017-11-26
1419,16.3,27.5,9.0,1013,63,0,1.9,5.0,13,198,2017-11-27
1420,15.2,28.4,8.6,1014,69,0,1.9,1.7,11,167,2017-11-28
1421,17.3,29.2,9.0,1015,70,0,1.9,0.4,3,215,2017-11-29
1422,16.7,29.2,9.6,1015,66,0,1.8,1.5,11,219,2017-11-30
1423,15.7,27.1,8.2,1015,66,0,1.6,1.7,13,190,2017-12-01
1424,15.2,26.0,7.4,1017,65,0,1.6,0.0,-1,208,2017-12-02
1425,15.1,26.4,8.0,1016,72,0,1.3,0.7,5,240,2017-12-03
1426,16.1,23.9,8.3,1014,70,0,1.4,0.4,3,261,2017-12-04
1427,18.6,23.5,13.7,1014,68,0,1.0,4.3,11,230,2017-12-05
1428,18.1,24.0,13.3,1014,56,0,1.9,4.6,11,120,2017-12-06
1429,17.4,25.0,12.0,1015,47,-1,1.9,6.1,22,88,2017-12-07
1430,16.6,25.2,9.4,1015,52,0,1.9,6.7,22,115,2017-12-08
1431,16.1,26.6,0.7,1015,60,0,1.9,1.7,9,165,2017-12-09
1432,15.7,27.2,7.4,1015,69,0,1.4,0.4,3,230,2017-12-10
1433,16.6,27.2,8.2,1013,77,-1,1.6,3.1,9,218,2017-12-11
1434,17.3,24.2,13.8,1015,86,0,1.3,3.9,14,109,2017-12-12
1435,15.7,21.7,12.0,1018,85,0,1.0,3.3,7,134,2017-12-13
1436,13.6,21.3,9.6,1020,83,0,0.8,4.8,11,126,2017-12-14
1437,12.7,19.5,8.0,1021,78,0,1.0,6.1,11,127,2017-12-15
1438,13.3,20.5,7.6,1021,72,0,1.4,10.9,22,100,2017-12-16
1439,14.7,22.6,7.8,1021,62,0,1.9,13.1,18,95,2017-12-17
1440,15.9,24.6,9.8,1019,62,0,1.9,8.0,14,115,2017-12-18
1441,15.2,25.6,9.6,1019,70,0,1.4,4.4,9,168,2017-12-19
1442,16.4,23.7,9.6,1020,82,0,0.5,2.8,9,283,2017-12-20
1443,17.4,25.0,12.0,1020,76,0,0.8,1.3,9,293,2017-12-21
1444,17.9,25.2,11.0,1018,61,0,1.4,10.0,18,157,2017-12-22
1445,16.1,25.3,10.6,1015,65,0,3.1,6.7,16,117,2017-12-23
1446,15.6,25.2,6.3,1015,67,0,1.3,0.7,5,203,2017-12-24
1447,13.5,25.1,7.0,1017,79,0,1.0,3.9,13,259,2017-12-25
1448,14.4,23.2,7.1,1017,74,0,1.3,2.0,7,224,2017-12-26
1449,15.1,25.0,7.6,1017,71,0,1.3,3.5,13,224,2017-12-27
1450,15.1,25.4,7.0,1016,70,0,1.4,2.2,13,249,2017-12-28
1451,15.3,25.3,6.8,1017,67,0,1.1,2.6,11,227,2017-12-29
1452,14.7,25.3,7.2,1017,74,0,1.0,0.6,3,273,2017-12-30
1453,12.2,23.9,5.7,1014,88,0,0.3,0.7,5,303,2018-01-01
1454,11.8,20.1,8.4,1015,89,0,0.3,2.8,9,277,2018-01-02
1455,11.3,18.2,6.7,1015,85,0,0.6,3.5,9,217,2018-01-03
1456,12.2,20.2,5.0,1015,81,0,0.6,4.4,9,248,2018-01-04
1457,11.6,17.6,7.6,1015,82,0,0.6,3.5,9,240,2018-01-05
1458,11.4,20.8,4.2,1014,76,0,0.6,3.9,9,252,2018-01-06
1459,13.2,20.8,6.4,1015,69,0,1.4,8.5,14,191,2018-01-07
1460,12.1,20.7,5.0,1017,72,0,1.4,3.9,11,152,2018-01-08
1461,12.2,21.7,4.2,1019,75,0,1.4,5.7,18,233,2018-01-09
1462,14.8,23.0,6.8,1018,67,0,1.4,11.5,24,186,2018-01-10
1463,14.4,23.4,8.0,1016,68,0,1.4,10.2,22,154,2018-01-11
1464,14.6,22.7,8.0,1015,70,-1,1.6,5.2,16,168,2018-01-12
1465,13.6,23.7,5.5,1016,68,0,1.4,4.4,18,230,2018-01-13
1466,14.0,23.7,5.7,1016,69,0,2.3,4.8,14,191,2018-01-14
1467,14.7,25.0,6.4,1015,70,0,1.4,9.4,24,177,2018-01-15
1468,16.1,24.5,9.1,1013,59,0,1.9,6.9,14,133,2018-01-16
1469,13.6,25.5,5.6,1015,80,0,0.8,3.7,13,235,2018-01-17
1470,16.1,27.2,7.0,1015,76,0,1.0,0.9,7,276,2018-01-18
1471,15.8,24.2,9.5,1016,79,0,1.0,4.6,11,253,2018-01-19
1472,14.2,24.9,8.0,1014,75,0,0.6,5.0,13,152,2018-01-20
1473,13.9,25.2,5.0,1014,70,0,1.9,0.4,3,153,2018-01-21
1474,15.5,25.8,5.9,1012,74,0,1.6,2.6,11,202,2018-01-22
1475,12.7,25.2,9.4,1011,91,-1,0.8,4.8,9,160,2018-01-23
1476,13.0,18.0,7.4,1013,89,0,0.6,3.9,44,130,2018-01-24
1477,12.5,18.9,8.8,1013,90,0,0.6,8.3,16,111,2018-01-25
1478,12.1,18.4,7.0,1014,89,0,0.5,4.4,9,128,2018-01-26
1479,13.0,20.2,8.0,1014,79,0,0.6,4.3,9,155,2018-01-27
1480,13.5,21.7,6.4,1015,73,0,0.8,5.4,11,150,2018-01-28
1481,14.3,23.4,7.0,1016,73,0,1.3,6.5,14,162,2018-01-29
1482,16.9,26.4,9.8,1015,63,0,1.6,14.1,20,126,2018-01-30
1483,17.2,26.9,9.9,1014,69,0,1.4,13.0,25,123,2018-01-31
1484,18.7,27.2,11.0,1013,69,0,1.4,3.0,13,157,2018-02-01
1485,17.7,27.8,10.5,1012,69,0,1.6,3.7,14,140,2018-02-02
1486,16.0,26.5,9.3,1015,57,0,1.4,4.4,13,115,2018-02-03
1487,14.4,24.6,9.0,1015,61,0,1.9,4.8,11,133,2018-02-04
1488,15.1,23.7,6.3,1018,55,0,1.4,3.7,11,163,2018-02-05
1489,16.0,22.0,11.4,1017,54,0,1.8,8.5,14,143,2018-02-06
1490,15.0,23.6,8.5,1014,55,0,1.4,7.4,22,131,2018-02-07
1491,13.9,24.1,5.5,1013,61,0,1.6,1.7,9,186,2018-02-08
1492,14.6,24.0,6.1,1014,59,0,1.3,2.2,7,203,2018-02-09
1493,14.2,24.4,6.1,1016,71,0,1.6,0.0,-1,209,2018-02-10
1494,17.4,25.6,8.5,1015,59,0,1.9,6.5,14,148,2018-02-11
1495,16.4,25.4,13.0,1018,78,0,1.9,7.6,14,72,2018-02-12
1496,16.4,23.4,9.0,1022,75,0,1.6,5.2,14,103,2018-02-13
1497,16.4,23.5,10.2,1021,63,0,1.8,11.1,25,76,2018-02-14
1498,17.5,23.4,11.6,1019,66,0,2.4,9.8,25,94,2018-02-15
1499,17.7,24.8,11.2,1017,73,0,1.4,4.8,13,123,2018-02-16
1500,18.4,25.4,12.6,1012,67,0,1.4,5.7,14,127,2018-02-17
1501,16.9,26.4,12.2,1012,69,0,1.9,3.7,11,127,2018-02-18
1502,18.1,26.6,10.0,1013,60,0,1.6,3.3,18,172,2018-02-19
1503,19.0,28.2,10.1,1012,62,0,2.1,4.4,14,167,2018-02-20
1504,21.5,31.2,12.5,1010,59,0,1.8,1.5,5,172,2018-02-21
1505,22.0,31.7,14.0,1009,63,0,1.9,0.9,3,159,2018-02-22
1506,22.8,32.0,15.5,1009,64,0,1.9,0.9,3,163,2018-02-23
1507,23.9,31.1,17.0,1012,68,0,1.8,2.4,7,164,2018-02-24
1508,22.5,31.6,17.0,1015,65,0,1.9,7.4,16,106,2018-02-25
1509,21.1,29.4,14.5,1012,64,0,2.6,11.3,25,67,2018-02-26
1510,22.3,29.8,15.4,1012,65,0,1.9,6.3,24,85,2018-02-27
1511,22.9,30.2,15.4,1012,68,0,1.6,2.0,7,143,2018-02-28
1512,21.7,30.7,14.9,1010,62,0,1.6,1.7,7,120,2018-03-01
1513,22.9,31.0,15.5,1009,58,0,2.3,3.9,14,139,2018-03-02
1514,24.1,32.3,16.6,1006,53,0,2.1,2.0,9,98,2018-03-03
1515,22.6,33.1,17.3,1009,54,0,1.9,5.0,14,79,2018-03-04
1516,22.2,31.7,14.5,1013,52,0,2.4,6.3,11,76,2018-03-05
1517,21.0,28.8,14.8,1013,56,0,1.8,12.8,31,75,2018-03-06
1518,21.8,29.4,14.7,1012,53,0,2.6,7.6,22,87,2018-03-07
1519,22.6,31.6,13.3,1013,57,0,2.3,3.1,14,139,2018-03-08
1520,23.4,32.2,14.8,1013,52,0,1.8,3.5,11,134,2018-03-09
1521,23.9,32.2,16.0,1011,50,0,2.3,6.7,22,75,2018-03-10
1522,23.6,32.6,16.5,1011,54,0,2.3,4.3,11,88,2018-03-11
1523,24.8,34.4,16.4,1010,49,0,2.6,5.4,14,105,2018-03-12
1524,25.9,35.6,17.1,1008,45,0,2.3,2.8,11,109,2018-03-13
1525,24.8,36.2,17.0,1007,47,0,2.7,1.9,9,116,2018-03-14
1526,25.0,34.1,17.2,1007,51,0,2.6,11.3,27,108,2018-03-15
1527,24.0,32.4,16.8,1009,52,0,2.4,6.3,11,111,2018-03-16
1528,24.0,31.2,17.5,1010,44,0,2.7,6.1,18,81,2018-03-17
1529,23.5,31.6,14.6,1012,44,0,2.6,5.0,11,82,2018-03-18
1530,24.6,34.4,15.0,1012,44,0,2.3,4.4,14,81,2018-03-19
1531,26.1,35.0,16.5,1009,45,0,2.6,2.2,5,109,2018-03-20
1532,26.1,35.0,21.0,1007,53,0,2.6,5.6,14,133,2018-03-21
1533,24.8,33.2,18.5,1008,56,0,1.9,4.4,11,83,2018-03-22
1534,24.1,31.1,18.0,1010,54,0,1.8,7.4,18,64,2018-03-23
1535,25.4,31.6,18.3,1012,49,0,2.6,6.1,11,78,2018-03-24
1536,25.7,32.3,18.5,1013,49,0,1.9,8.7,22,85,2018-03-25
1537,26.3,33.6,19.5,1011,44,0,2.6,9.1,22,85,2018-03-26
1538,27.1,36.8,17.3,1007,38,0,3.2,4.6,14,111,2018-03-27
1539,28.8,38.6,17.6,1007,36,0,2.6,4.4,9,117,2018-03-28
1540,27.8,38.6,19.6,1006,42,0,2.6,8.1,24,95,2018-03-29
1541,27.9,36.1,20.0,1004,41,0,2.7,9.8,22,96,2018-03-30
1542,26.9,36.2,20.0,1007,51,0,2.9,9.1,14,101,2018-03-31
1543,27.8,34.8,20.0,1008,52,0,2.7,6.1,11,75,2018-04-01
1544,27.6,36.2,20.8,1009,53,0,2.6,4.8,11,96,2018-04-02
1545,29.4,38.2,21.4,1007,49,0,2.6,2.6,5,101,2018-04-03
1546,30.2,38.6,23.0,1004,48,0,2.6,2.6,11,111,2018-04-04
1547,30.4,39.0,23.2,1003,46,0,2.1,3.9,7,152,2018-04-05
1548,27.8,37.6,21.0,1006,52,-1,2.3,4.6,11,100,2018-04-06
1549,27.9,36.6,19.0,1008,57,5,2.7,5.9,9,48,2018-04-07
1550,29.4,35.6,23.0,1008,51,0,2.3,9.1,18,50,2018-04-08
1551,25.2,36.3,20.2,1010,67,2,2.9,6.7,22,49,2018-04-09
1552,28.4,35.0,21.4,1007,50,1,2.6,7.0,22,93,2018-04-10
1553,26.6,35.5,23.6,1008,54,0,2.6,11.1,18,48,2018-04-11
1554,26.8,33.4,17.6,1007,48,5,3.1,5.9,11,46,2018-04-12
1555,25.8,34.4,18.2,1008,38,0,2.3,3.0,14,83,2018-04-13
1556,28.1,36.0,18.2,1006,36,0,3.1,4.6,14,97,2018-04-14
1557,30.1,38.0,20.5,1006,39,0,2.7,3.1,11,107,2018-04-15
1558,30.8,39.4,22.4,1006,40,0,1.9,5.9,18,119,2018-04-16
1559,31.4,40.0,23.3,1007,31,0,2.6,4.8,11,81,2018-04-17
1560,32.0,38.6,23.7,1006,27,0,2.7,8.0,11,73,2018-04-18
1561,31.1,39.0,23.0,1003,32,0,2.6,5.0,22,89,2018-04-19
1562,32.7,39.4,24.0,1002,26,0,1.9,12.4,33,100,2018-04-20
1563,29.2,39.5,24.0,1007,31,0,2.6,9.1,14,119,2018-04-21
1564,28.6,34.4,21.2,1008,24,0,2.3,10.4,31,62,2018-04-22
1565,29.2,35.4,22.0,1006,26,0,2.6,7.4,14,76,2018-04-23
1566,29.8,37.8,20.5,1005,31,0,2.7,6.9,18,108,2018-04-24
1567,31.7,41.4,20.8,1002,26,0,2.6,5.6,18,117,2018-04-25
1568,33.2,41.6,25.5,1001,31,0,1.9,4.8,13,142,2018-04-26
1569,32.4,42.0,26.4,1004,48,0,3.1,7.0,9,107,2018-04-27
1570,33.3,39.2,28.4,1003,43,0,1.9,10.2,25,84,2018-04-28
1571,32.4,39.6,26.2,1000,49,0,2.4,2.0,11,89,2018-04-29
1572,33.0,40.4,25.0,999,43,1,2.3,6.3,14,79,2018-04-30
1573,31.7,40.0,26.5,1003,52,0,2.7,10.0,14,54,2018-05-01
1574,28.8,37.6,20.2,1004,59,12,1.6,13.7,31,66,2018-05-02
1575,29.6,34.2,25.0,1005,52,0,1.9,10.0,14,47,2018-05-03
1576,30.2,36.4,22.6,1005,59,5,2.7,7.4,14,49,2018-05-04
1577,32.3,38.4,25.6,1004,49,0,2.7,4.3,9,74,2018-05-05
1578,31.3,39.1,26.5,1005,42,0,1.9,8.7,22,110,2018-05-06
1579,31.2,38.0,24.0,1003,40,0,1.9,11.7,37,111,2018-05-07
1580,29.1,39.6,24.6,1004,43,0,1.8,7.4,22,61,2018-05-08
1581,28.3,35.2,22.4,1006,57,0,1.9,3.3,11,71,2018-05-09
1582,30.9,38.6,21.5,1006,43,0,1.9,3.9,9,93,2018-05-10
1583,33.6,41.0,24.2,1002,37,0,2.3,3.5,11,132,2018-05-11
1584,34.8,42.8,26.7,1002,47,0,1.9,6.7,13,144,2018-05-12
1585,29.9,42.2,24.4,1003,56,7,1.8,12.0,31,80,2018-05-13
1586,30.2,35.6,24.0,1004,53,0,2.6,6.7,9,49,2018-05-14
1587,32.2,37.4,26.4,1002,54,0,2.7,5.2,16,67,2018-05-15
1588,34.2,40.0,25.0,1001,34,0,2.7,3.9,9,78,2018-05-16
1589,34.3,41.2,26.1,1001,33,0,2.3,2.2,11,105,2018-05-17
1590,33.2,41.8,26.7,1001,40,0,1.9,3.0,14,96,2018-05-18
1591,33.1,41.2,26.4,1001,40,0,1.9,4.4,14,103,2018-05-19
1592,33.2,41.4,27.0,1002,33,0,2.6,3.1,14,83,2018-05-20
1593,34.1,41.2,25.5,1002,26,0,2.7,5.9,16,71,2018-05-21
1594,35.0,43.0,26.2,1002,30,0,3.1,3.7,9,91,2018-05-22
1595,34.8,44.0,26.7,1000,37,0,1.9,2.4,7,129,2018-05-23
1596,33.1,43.0,26.5,1000,39,0,2.6,2.6,9,114,2018-05-24
1597,34.5,43.0,23.8,1000,25,0,2.7,6.5,22,83,2018-05-25
1598,34.5,44.0,24.5,998,27,0,1.9,4.4,18,103,2018-05-26
1599,36.1,45.0,26.3,998,24,0,2.7,8.7,25,97,2018-05-27
1600,35.5,44.2,27.2,996,35,0,2.9,3.5,9,117,2018-05-28
1601,37.8,44.0,25.9,996,30,0,3.5,7.6,14,112,2018-05-29
1602,34.5,44.4,29.6,997,48,0,2.6,10.2,20,65,2018-05-30
1603,35.9,42.0,29.4,999,46,0,2.7,7.0,14,71,2018-05-31
1604,34.6,42.1,28.4,1000,50,0,2.6,12.8,33,79,2018-06-01
1605,32.3,42.0,26.6,1001,53,0,2.7,12.0,18,52,2018-06-02
1606,34.0,39.2,27.7,998,56,0,2.6,9.6,14,59,2018-06-03
1607,35.9,41.0,30.4,998,51,0,2.7,11.1,14,64,2018-06-04
1608,36.3,41.7,31.2,1000,52,0,2.6,10.7,14,61,2018-06-05
1609,33.0,41.6,28.5,1001,64,0,2.6,11.7,22,57,2018-06-06
1610,35.8,40.8,29.2,997,53,0,1.9,6.5,11,73,2018-06-07
1611,35.2,41.4,32.0,994,55,0,1.9,11.3,18,76,2018-06-08
1612,30.3,40.5,25.6,995,75,5,1.4,11.5,33,52,2018-06-09
1613,33.0,40.1,23.4,994,58,0,2.6,3.9,9,67,2018-06-10
1614,35.6,40.4,29.8,991,45,0,1.9,9.1,18,73,2018-06-11
1615,37.0,41.0,30.5,989,46,0,1.9,14.1,29,141,2018-06-12
1616,37.8,41.7,34.0,990,41,0,1.6,19.4,33,261,2018-06-13
1617,36.8,41.2,33.0,992,41,0,1.6,16.9,25,225,2018-06-14
1618,36.7,40.5,33.4,994,43,0,1.9,17.4,27,153,2018-06-15
1619,35.1,40.6,32.2,997,52,0,1.9,13.5,33,127,2018-06-16
1620,32.1,40.0,28.2,998,59,0,1.9,10.9,18,84,2018-06-17
1621,32.8,36.8,27.9,998,53,0,1.9,8.5,20,61,2018-06-18
1622,34.2,39.4,26.5,998,49,0,2.6,5.9,16,52,2018-06-19
1623,35.2,40.2,29.8,998,55,0,2.6,1.9,5,67,2018-06-20
1624,36.2,41.9,30.9,998,50,0,1.9,3.5,11,76,2018-06-21
1625,36.1,42.0,30.0,997,44,0,1.9,3.0,11,83,2018-06-22
1626,36.6,42.5,31.6,996,42,0,1.9,3.7,7,81,2018-06-23
1627,36.5,42.4,31.6,995,44,0,2.6,4.8,14,54,2018-06-24
1628,36.6,42.2,32.6,993,42,0,2.1,11.3,31,46,2018-06-25
1629,32.4,42.7,30.7,995,59,0,1.9,5.4,11,29,2018-06-26
1630,30.3,37.5,26.2,997,76,3,1.9,10.2,18,52,2018-06-27
1631,29.9,37.5,24.2,998,78,20,1.9,11.5,18,30,2018-06-28
1632,30.7,35.2,27.9,998,77,1,1.9,11.1,24,37,2018-06-29
1633,31.3,35.6,27.5,999,75,9,1.9,4.8,11,41,2018-06-30
1634,32.6,36.2,29.0,997,68,0,1.9,11.9,22,34,2018-07-01
1635,31.2,37.4,24.4,995,66,22,2.9,12.0,24,34,2018-07-02
1636,32.1,37.8,23.6,995,70,0,2.3,6.3,13,44,2018-07-03
1637,31.7,36.7,27.4,996,68,5,1.9,5.4,11,45,2018-07-04
1638,32.2,36.8,28.6,997,69,0,1.9,4.4,11,50,2018-07-05
1639,32.9,37.3,27.8,997,61,0,2.6,4.8,11,57,2018-07-06
1640,33.7,37.8,28.2,997,59,0,1.9,3.1,14,61,2018-07-07
1641,35.2,39.4,28.5,995,55,0,3.1,3.3,7,68,2018-07-08
1642,33.4,40.1,30.8,996,71,0,1.9,9.4,14,70,2018-07-09
1643,34.1,40.1,29.2,996,66,0,1.9,10.0,16,47,2018-07-10
1644,32.3,39.1,29.6,995,72,0,1.9,6.5,11,39,2018-07-11
1645,32.4,36.7,28.6,995,72,0,2.7,7.8,14,46,2018-07-12
1646,29.3,37.8,26.2,996,85,54,1.9,3.7,9,28,2018-07-13
1647,30.3,34.2,25.4,996,82,0,1.9,3.7,11,33,2018-07-14
1648,31.8,35.2,27.6,996,77,0,1.9,5.6,11,37,2018-07-15
1649,29.8,35.4,28.4,996,91,32,1.9,4.6,9,37,2018-07-16
1650,32.6,35.6,28.0,996,73,0,2.7,1.9,5,34,2018-07-17
1651,32.9,37.2,28.6,997,71,0,1.9,7.2,11,37,2018-07-18
1652,32.8,37.3,28.8,996,73,0,2.6,5.2,11,35,2018-07-19
1653,29.2,37.8,26.0,996,87,23,1.9,1.9,5,37,2018-07-20
1654,29.2,33.4,27.0,997,89,7,1.9,2.8,7,50,2018-07-21
1655,29.0,34.4,26.0,997,91,18,1.9,3.5,9,25,2018-07-22
1656,30.7,34.6,26.2,997,79,0,1.9,4.8,11,32,2018-07-23
1657,32.4,36.4,28.2,997,72,0,1.9,3.5,7,39,2018-07-24
1658,29.5,36.7,28.0,997,84,1,1.9,3.9,9,34,2018-07-25
1659,26.9,32.2,25.8,997,95,5,1.9,6.5,11,32,2018-07-26
1660,26.7,28.7,25.2,996,95,45,1.9,3.1,13,21,2018-07-27
1661,28.2,31.8,25.4,997,86,3,1.9,5.6,20,37,2018-07-28
1662,30.3,34.4,25.4,997,76,5,2.6,6.1,11,44,2018-07-29
1663,30.9,34.8,23.0,997,77,24,2.7,5.7,14,39,2018-07-30
1664,30.0,34.5,27.2,997,76,0,1.9,8.3,14,50,2018-07-31
1665,31.5,35.0,26.0,997,71,0,2.7,5.0,14,55,2018-08-01
1666,32.1,35.6,28.2,998,67,0,2.3,13.0,22,71,2018-08-02
1667,31.5,35.8,28.2,998,68,0,2.3,11.7,22,65,2018-08-03
1668,32.3,35.4,28.2,998,64,0,1.9,11.9,18,69,2018-08-04
1669,29.7,36.0,26.8,998,79,0,1.9,11.3,20,63,2018-08-05
1670,28.2,33.2,26.6,999,85,3,1.9,0.6,3,50,2018-08-06
1671,28.2,31.8,26.4,999,89,2,1.9,2.6,7,44,2018-08-07
1672,30.4,33.4,26.5,999,83,4,1.9,4.6,9,36,2018-08-08
1673,32.0,35.4,27.6,1001,73,0,2.3,4.6,14,36,2018-08-09
1674,30.7,36.5,28.3,1000,84,0,2.3,1.9,9,46,2018-08-10
1675,32.1,35.8,27.6,996,72,44,1.9,9.8,14,32,2018-08-11
1676,30.4,35.3,26.8,995,77,1,1.9,5.4,9,25,2018-08-12
1677,30.4,33.2,27.6,997,78,7,1.9,1.7,7,32,2018-08-13
1678,30.8,34.4,27.4,997,80,0,2.3,4.3,9,46,2018-08-14
1679,31.1,35.3,28.4,999,73,8,2.6,5.6,14,43,2018-08-15
1680,30.6,35.6,27.6,1000,79,0,2.3,4.3,18,36,2018-08-16
1681,31.5,35.6,27.9,998,78,3,1.9,7.4,16,32,2018-08-17
1682,30.4,36.2,27.8,998,81,0,1.9,2.0,7,32,2018-08-18
1683,28.5,36.3,26.6,998,91,5,1.9,0.0,-1,47,2018-08-19
1684,30.0,33.6,25.9,999,83,40,1.9,4.3,9,61,2018-08-20
1685,31.7,36.4,26.2,999,73,0,1.9,4.6,9,30,2018-08-21
1686,30.9,36.8,28.8,998,79,0,1.9,4.3,9,29,2018-08-22
1687,29.6,35.8,27.2,999,83,5,2.3,8.5,13,31,2018-08-23
1688,30.4,34.0,27.2,999,76,0,3.1,10.9,16,23,2018-08-24
1689,30.3,34.4,27.0,998,73,0,2.6,11.3,24,21,2018-08-25
1690,31.0,34.2,27.0,998,73,0,3.2,7.8,24,23,2018-08-26
1691,29.6,34.9,26.5,999,83,2,2.6,2.6,9,24,2018-08-27
1692,28.4,32.7,26.0,1001,92,50,1.9,3.1,11,29,2018-08-28
1693,28.7,31.7,26.3,1001,88,11,1.9,0.9,3,36,2018-08-29
1694,30.9,34.4,26.3,999,78,16,1.9,4.6,7,41,2018-08-30
1695,30.9,35.1,28.0,1000,76,0,2.3,4.8,11,47,2018-08-31
1696,27.1,34.0,23.5,1002,93,24,1.8,4.8,16,45,2018-09-01
1697,26.7,29.4,25.0,1002,92,24,1.9,4.6,11,40,2018-09-02
1698,26.7,29.0,25.6,1002,95,36,1.6,0.4,3,42,2018-09-03
1699,27.0,29.6,25.1,1002,93,41,1.6,0.9,3,55,2018-09-04
1700,28.1,30.4,23.8,1002,86,9,2.1,5.4,14,39,2018-09-05
1701,30.2,35.6,25.2,1001,74,2,2.1,7.0,14,49,2018-09-06
1702,28.3,34.6,24.6,1003,86,20,2.1,1.7,9,42,2018-09-07
1703,28.7,34.1,25.5,1003,83,2,2.6,9.3,22,35,2018-09-08
1704,28.6,33.6,25.0,1005,80,6,3.1,8.1,11,29,2018-09-09
1705,28.7,32.7,24.8,1006,81,0,1.9,4.3,7,36,2018-09-10
1706,30.2,33.8,26.0,1005,76,0,2.7,8.7,11,28,2018-09-11
1707,30.4,34.3,26.5,1002,70,0,2.6,13.0,22,28,2018-09-12
1708,30.3,33.6,26.5,1003,67,0,2.6,13.0,18,27,2018-09-13
1709,29.5,34.4,22.2,1005,70,0,3.4,7.0,14,31,2018-09-14
1710,30.6,34.6,25.5,1007,60,0,4.0,8.1,13,37,2018-09-15
1711,29.6,34.6,25.5,1005,68,0,2.7,5.0,14,43,2018-09-16
1712,30.2,34.8,25.2,1004,61,0,3.4,4.8,14,54,2018-09-18
1713,28.7,35.2,23.2,1004,68,0,3.4,3.1,11,58,2018-09-19
1714,30.0,35.4,24.0,1005,66,0,2.7,2.8,7,73,2018-09-20
1715,28.3,35.7,23.8,1008,75,0,2.6,9.1,14,46,2018-09-21
1716,25.8,34.0,22.2,1008,91,26,1.9,10.9,18,24,2018-09-22
1717,27.3,30.2,25.0,1007,86,2,1.9,16.5,88,30,2018-09-23
1718,24.2,27.8,22.0,1007,90,12,1.8,4.8,11,21,2018-09-25
1719,27.1,32.2,22.0,1007,77,0,3.5,4.3,13,42,2018-09-26
1720,28.0,33.2,22.6,1007,75,0,2.7,2.4,7,71,2018-09-27
1721,29.3,35.4,23.2,1008,63,0,2.6,2.0,11,83,2018-09-28
1722,28.9,35.5,23.4,1009,65,0,2.3,2.6,11,92,2018-09-29
1723,28.1,35.2,24.2,1008,65,0,2.6,4.3,14,69,2018-09-30
1724,28.2,34.8,22.2,1008,66,0,2.7,2.6,9,65,2018-10-01
1725,28.7,35.2,22.5,1008,63,0,2.6,0.4,3,76,2018-10-02
1726,28.8,35.6,22.5,1008,59,0,2.6,0.4,3,63,2018-10-03
1727,28.6,36.0,23.4,1010,63,0,1.9,2.4,7,97,2018-10-04
